aiw	Aari
nki	Thangal Naga
thf	Thangmi
ssf	Thao
thk	Tharaka
xtv	Thawa
thd	Thayore
typ	Thaypan
iin	Thiin
tou	Tho
thp	Thompson
ytp	Thopho
txh	Thracian
tyl	Thu Lao
thw	Thudam
tdh	Thulung
lth	Thur
tbh	Thurawal
thu	Thuri
ahi	Tiagbamrin Aizi
mnl	Tiale
tbj	Tiang
ngy	Tibea
bod	Tibetan
tcn	Tichurong
tca	Ticuna
mtx	Tidaá Mixtec
tia	Tidikelt Tamazight
tvo	Tidore
tiq	Tiéfo
boo	Tiemacèwè Bozo
tii	Tiene
boz	Tiéyaxo Bozo
tif	Tifal
tgc	Tigak
nza	Tigon Mbembe
tig	Tigre
tir	Tigrinya
txq	Tii
xtl	Tijaltepec Mixtec
tik	Tikar
tkp	Tikopia
otl	Tilapa Otomi
til	Tillamook
zts	Tilquiapan Zapotec
tij	Tilung
tms	Tima
tim	Timbe
tem	Timne
tvy	Timor Pidgin
tjm	Timucua
tih	Timugon Murut
lbf	Tinani
tin	Tindi
tgv	Tingui-Boto
tit	Tinigua
tpz	Tinputz
tpe	Tippera
tic	Tira
tra	Tirahi
tde	Tiranige Diga Dogon
cir	Tiri
tiy	Tiruray
tdq	Tita
ttv	Titan
tiv	Tiv
lax	Tiwa
tiw	Tiwi
tju	Tjurruru
tpt	Tlachichilco Tepehua
tpl	Tlacoapa Me'phaa
ctl	Tlacoatzintepec Chinantec
zpk	Tlacolulita Zapotec
mxp	Tlahuitoltepec Mixe
nuz	Tlamacazapa Nahuatl
mqh	Tlazoyaltepec Mixtec
tli	Tlingit
toz	To
mlu	To'abaita
tqo	Toaripi
tob	Toba
tgh	Tobagonian Creole English
tmf	Toba-Maskoy
tng	Tobanga
tti	Tobati
tlb	Tobelo
tox	Tobian
tgb	Tobilung
tbv	Tobo
asu	Tocantins Asurini
taz	Tocho
tcx	Toda
tdr	Todrah
tlg	Tofanma
tfi	Tofin Gbe
tor	Togbo-Vara Banda
tgy	Togoyo
ood	Tohono O'odham
toj	Tojolabal
tpi	Tok Pisin
zuh	Tokano
tkl	Tokelau
txb	Tokharian B
xto	Tokharian A
tkn	Toku-No-Shima
jic	Tol
lbw	Tolaki
tlm	Tolomako
tol	Tolowa
tod	Toma
tdi	Tomadino
ttp	Tombelala
txa	Tombonuo
tom	Tombulu
txm	Tomini
dto	Tommo So Dogon
dtm	Tomo Kan Dogon
tqp	Tomoip
tdn	Tondano
tst	Tondi Songway Kiini
tog	Tonga (Nyasa)
toi	Tonga (Zambia)
ton	Tonga (Tonga Islands)
tny	Tongwe
tjn	Tonjon
tqw	Tonkawa
tnw	Tonsawang
txs	Tonsea
tnt	Tontemboan
ttj	Tooro
toy	Topoiyo
toq	Toposa
trz	Torá
sda	Toraja-Sa'dan
trj	Toram
ttu	Torau
fit	Tornedalen Finnish
dts	Toro So Dogon
dtt	Toro Tegu Dogon
tdv	Toro
tno	Toromono
tqr	Torona
tcs	Torres Strait Creole
tei	Torricelli
trw	Torwali
als	Tosk Albanian
ttl	Totela
txo	Toto
txe	Totoli
zph	Totomachapan Zapotec
mto	Totontepec Mixe
ttk	Totoro
tqu	Touo
don	Toura (Papua New Guinea)
neb	Toura (Côte d'Ivoire)
ttn	Towei
xtg	Transalpine Gaulish
rmd	Traveller Danish
rmg	Traveller Norwegian
trl	Traveller Scottish
trm	Tregami
tme	Tremembé
stg	Trieng
tip	Trimuris
tgq	Tring
trx	Tringgus-Sembaan Bidayuh
lst	Trinidad and Tobago Sign Language
trf	Trinidadian Creole English
trn	Trinitario
tri	Trió
tka	Truká
tpy	Trumai
tsa	Tsaangi
tkr	Tsakhur
tsd	Tsakonian
kvz	Tsakwambo
tsb	Tsamai
huq	Tsat
tsk	Tseku
txc	Tsetsaut
tsj	Tshangla
kdl	Tsikimba
cas	Tsimané
xmw	Tsimihety Malagasy
tsi	Tsimshian
tsw	Tsishingini
ldp	Tso
hio	Tsoa
tsv	Tsogo
tso	Tsonga
lto	Tsotso
tsu	Tsou
cbq	Tsucuba
ttz	Tsum
tsl	Ts'ün-Lao
tvd	Tsuvadi
tsh	Tsuvan
tsc	Tswa
tsn	Tswana
two	Tswapong
mjg	Tu
pmt	Tuamotuan
tbu	Tubar
tub	Tübatulabal
tuo	Tucano
tuy	Tugen
tzn	Tugun
tuj	Tugutil
bhq	Tukang Besi South
khc	Tukang Besi North
bag	Tuki
tpq	Tukpa
tkd	Tukudede
tkf	Tukumanféd
tul	Tula
tlu	Tulehu
tey	Tulishi
tcy	Tulu
rak	Tulu-Bohuai
iou	Tuma-Irumu
tmc	Tumak
krt	Tumari Kanuri
tum	Tumbuka
kku	Tumi
tmq	Tumleo
xtq	Tumshuqese
tbr	Tumtum
sil	Tumulung Sisaala
mzb	Tumzabt
enh	Tundra Enets
tvu	Tunen
lcm	Tungag
trt	Tunggare
tug	Tunia
tun	Tunica
aeb	Tunisian Arabic
tse	Tunisian Sign Language
tjg	Tunjung
tqq	Tunni
dza	Tunzu
ttf	Tuotomb
tpr	Tuparí
tpw	Tupí
tpn	Tupinambá
tpk	Tupinikin
tui	Tupuri
trh	Turaka
trd	Turi
twt	Turiwára
tuz	Turka
tuv	Turkana
klj	Turkic Khalaj
tsm	Turkish Sign Language
tur	Turkish
tuk	Turkmen
tch	Turks And Caicos Creole English
tru	Turoyo
tqm	Turumsa
try	Turung
tus	Tuscarora
tta	Tutelo
ttg	Tutong
tvt	Tutsa Naga
tmi	Tutuba
mtu	Tututepec Mixtec
tuu	Tututni
tvl	Tuvalu
tyv	Tuvinian
ifk	Tuwali Ifugao
tww	Tuwari
bov	Tuwuli
tud	Tuxá
tux	Tuxináwa
tue	Tuyuca
twa	Twana
twn	Twendi
twd	Twents
twi	Twi
kcg	Tyap
woa	Tyaraity
tzh	Tzeltal
tzo	Tzotzil
tzj	Tz'utujil
uuu	U
aoz	Uab Meto
uam	Uamué
ksj	Uare
byc	Ubaghara
uba	Ubang
ubi	Ubi
ubr	Ubir
uby	Ubykh
cpb	Ucayali-Yurúa Ashéninka
uda	Uda
udi	Udi
ude	Udihe
udm	Udmurt
udu	Uduk
ufi	Ufim
ugn	Ugandan Sign Language
uga	Ugaritic
uge	Ughele
ugo	Ugong
uha	Uhami
uig	Uighur
uis	Uisai
udj	Ujir
kcf	Ukaan
ukh	Ukhwejo
umi	Ukit
ukp	Ukpe-Bayobiri
akd	Ukpet-Ehom
ukl	Ukrainian Sign Language
ukr	Ukrainian
uku	Ukue
ukg	Ukuriguma
ukq	Ukwa
ukw	Ukwuani-Aboh-Ndoni
svb	Ulau-Suain
ulc	Ulch
uli	Ulithian
ull	Ullatan
ulb	Ulukwumi
ulm	Ulumanda'
ulw	Ulwa
ppk	Uma
ulu	Uma' Lung
xky	Uma' Lasan
gdn	Umanakaina
uma	Umatilla
umd	Umbindhamu
xum	Umbrian
umr	Umbugarla
umb	Umbundu
ubu	Umbu-Ungu
umg	Umbuygamu
sju	Ume Sami
upi	Umeda
xud	Umiida
due	Umiray Dumaget Agta
umm	Umon
umo	Umotína
ump	Umpila
mtg	Una
unm	Unami
mis	Uncoded languages
unz	Unde Kaili
und	Undetermined
bbn	Uneapa
une	Uneme
xun	Unggaranggu
xgu	Unggumi
gku	ǂUngkue
uln	Unserdeutsch
onu	Unua
unu	Unubahe
cjh	Upper Chehalis
dmg	Upper Kinabatangan
dna	Upper Grand Valley Dani
hsb	Upper Sorbian
kuu	Upper Kuskokwim
pov	Upper Guinea Crioulo
sxu	Upper Saxon
tau	Upper Tanana
tku	Upper Necaxa Totonac
tov	Upper Taromi
tth	Upper Ta'oih
xup	Upper Umpqua
uro	Ura (Papua New Guinea)
uur	Ura (Vanuatu)
urf	Uradhi
urk	Urak Lawoi'
url	Urali
urm	Urapmin
ura	Urarina
xur	Urartian
urt	Urat
urd	Urdu
urh	Urhobo
uvh	Uri
urg	Urigina
uri	Urim
urx	Urimo
upv	Uripiv-Wala-Rano-Atchin
urc	Urningangg
ure	Uru
urn	Uruangnirin
urv	Uruava
uks	Urubú-Kaapor Sign Language
urb	Urubú-Kaapor
urz	Uru-Eu-Wau-Wau
ugy	Uruguayan Sign Language
uum	Urum
uru	Urumi
urp	Uru-Pa-In
usk	Usaghade
wnu	Usan
usa	Usarufa
ush	Ushojo
cuc	Usila Chinantec
ulf	Usku
usp	Uspanteco
usi	Usui
omo	Utarmbung
ute	Ute-Southern Paiute
gel	ut-Ma'in
utu	Utu
evh	Uvbie
usu	Uya
duk	Uyajitaya
uzb	Uzbek
auz	Uzbeki Arabic
eze	Uzekwe
vaa	Vaagri Booli
vaf	Vafsi
bij	Vaghat-Ya-Bijim-Legeri
vgr	Vaghri
tva	Vaghua
vag	Vagla
vai	Vai
vap	Vaiphei
vae	Vale
vsv	Valencian Sign Language
cvn	Valle Nacional Chinantec
vmv	Valley Maidu
van	Valman
vlp	Valpei
mkt	Vamale
mlr	Vame
xvn	Vandalic
mpr	Vangunu
vam	Vanimo
vnk	Vano
vau	Vanuma
vao	Vao
vah	Varhadi-Nagpuri
vrs	Varisi
vav	Varli
vas	Vasavi
ved	Veddah
val	Vehes
vel	Veluws
vem	Vemgo-Mabas
ven	Venda
vec	Venetian
xve	Venetic
vsl	Venezuelan Sign Language
bav	Vengo
veo	Ventureño
vep	Veps
vra	Vera'a
xvs	Vestinian
vid	Vidunda
vig	Viemo
vie	Vietnamese
vil	Vilela
vif	Vili
dyg	Villa Viciosa Agta
svc	Vincentian Creole English
vnm	Vinmavis
vin	Vinza
vic	Virgin Islands Creole English
vis	Vishavan
vit	Viti
vto	Vitou
wiv	Vitu
vls	Vlaams
vgt	Vlaamse Gebarentaal
rmy	Vlax Romani
vol	Volapük
xvo	Volscian
kch	Vono
vor	Voro
vro	Võro
vot	Votic
vum	Vumbu
vnp	Vunapu
vun	Vunjo
msn	Vurës
vut	Vute
wbi	Vwanji
wbm	Wa
wwa	Waama
wmn	Waamwang
ssn	Waata
wab	Wab
wbb	Wabo
kmx	Waboda
wci	Waci Gbe
wdg	Wadaginam
wbq	Waddar
xwd	Wadi Wadi
wdk	Wadikali
kxp	Wadiyara Koli
wdy	Wadjabangayi
wdj	Wadjiginy
wdu	Wadjigu
wrx	Wae Rana
wag	Wa'ema
waj	Waffa
wgb	Wagawaga
wga	Wagaya
wbr	Wagdi
waq	Wageman
fad	Wagi
whk	Wahau Kenyah
whu	Wahau Kayan
wgi	Wahgi
wbk	Waigali
wgo	Waigeo
wlk	Wailaki
wlr	Wailapa
rro	Waima
wmh	Waima'a
bao	Waimaha
atr	Waimiri-Atroari
wli	Waioli
waw	Waiwai
wja	Waja
wbv	Wajarri
xwj	Wajuk
wav	Waka
wwb	Wakabunga
wkw	Wakawaka
wkd	Wakde
wbl	Wakhi
waf	Wakoná
lgl	Wala
wlw	Walak
nlw	Walangama
wll	Wali (Sudan)
wlx	Wali (Ghana)
wly	Waling
wla	Walio
waa	Walla Walla
wls	Wallisian
wln	Walloon
wmt	Walmajarri
wae	Walser
ola	Walungge
wmc	Wamas
wmb	Wambaya
wms	Wambon
wme	Wambule
cou	Wamey
wmi	Wamin
wam	Wampanoag
lbq	Wampar
waz	Wampur
wan	Wan
wnb	Wanambre
wnp	Wanap
nnp	Wancho Naga
wbh	Wanda
mfi	Wandala
wad	Wandamen
wnd	Wandarang
wdd	Wandji
hwa	Wané
wne	Waneci
lwg	Wanga
wyb	Wangaaybuwan-Ngiyambaa
wnm	Wanggamala
wgg	Wangganguru
wng	Wanggom
wky	Wangkayutyuru
xwk	Wangkumara
wbt	Wanman
jub	Wannu
wno	Wano
wnc	Wantoat
wnk	Wanukaka
wny	Wanyi
auc	Waorani
juk	Wapan
juw	Wãpha
wap	Wapishana
wao	Wappo
wbf	Wara
tci	Wára
wba	Warao
wra	Warapu
war	Waray (Philippines)
wrz	Waray (Australia)
wrr	Wardaman
wxw	Wardandi
wrd	Warduji
wsa	Warembori
wai	Wares
wrs	Waris
wbe	Waritai
wri	Wariyangga
aml	War-Jaintia
wji	Warji
bgv	Warkay-Bipim
wrl	Warlmanpa
wbp	Warlpiri
wrb	Warluwara
wrn	Warnang
wrp	Waropen
wgy	Warrgamay
wwr	Warrwa
wru	Waru
wrm	Warumungu
wrv	Waruna
wrg	Warungu
hrw	Warwar Feni
wss	Wasa
wac	Wasco-Wishram
gsp	Wasembo
was	Washo
wsk	Waskia
wsu	Wasu
wtk	Watakataui
wax	Watam
wth	Wathawurrung
wtf	Watiwa
wah	Watubela
kop	Waube
wau	Waurá
wuy	Wauyai
www	Wawa
wow	Wawonii
wxa	Waxianghua
oym	Wayampi
way	Wayana
ctt	Wayanad Chetti
wyr	Wayoró
vay	Wayu
guc	Wayuu
gxx	Wè Southern
wec	Wè Western
wob	Wè Northern
wed	Wedau
weh	Weh
wew	Wejewa
klh	Weliki
cym	Welsh
rmw	Welsh Romani
weo	Wemale
xww	Wemba Wemba
wem	Weme Gbe
weg	Wergaia
wer	Weri
kvw	Wersing
bbp	West Central Banda
bdr	West Coast Bajau
ddi	West Goodenough
drn	West Damar
fbl	West Albay Bikol
gaz	West Central Oromo
kew	West Kewa
lmj	West Lembata
mqs	West Makian
mss	West Masela
nnd	West Ambae
txn	West Tarangan
uve	West Uvean
wbs	West Bengal Sign Language
ybe	West Yugur
zbw	West Berawan
lia	West-Central Limba
abe	Western Abnaki
amw	Western Neo-Aramaic
apw	Western Apache
are	Western Arrarnta
azn	Western Durango Nahuatl
bgn	Western Balochi
brv	Western Bru
cja	Western Cham
ctp	Western Highland Chatino
dnw	Western Dani
fry	Western Frisian
fuh	Western Niger Fulfulde
gnw	Western Bolivian Guaraní
hmw	Western Mashan Hmong
jmx	Western Juxtlahuaca Mixtec
kjl	Western Parbate Kham
kjq	Western Keres
knj	Western Kanjobal
krw	Western Krahn
kuf	Western Katu
kyu	Western Kayah
kza	Western Karaboro
lcp	Western Lawa
mbb	Western Bukidnon Manobo
mlq	Western Maninkakan
mmr	Western Xiangxi Miao
mrd	Western Magar
mrj	Western Mari
mut	Western Muria
nhw	Western Huasteca Nahuatl
ojw	Western Ojibwa
pnb	Western Panjabi
pne	Western Penan
pua	Western Highland Purepecha
raf	Western Meohang
ssl	Western Sisaala
suc	Western Subanon
tdg	Western Tamang
tnb	Western Tunebo
tqt	Western Totonac
twb	Western Tawbuid
wyy	Western Fijian
xwl	Western Xwla Gbe
yih	Western Yiddish
ywl	Western Lalu
zab	Western Tlacolula Valley Zapotec
wep	Westphalien
wwo	Wetamut
wea	Wewaw
woy	Weyto
giw	White Gelao
lwh	White Lachi
tnp	Whitesands
tua	Wiarumus
mtp	Wichí Lhamtés Nocten
mzh	Wichí Lhamtés Güisnay
wlv	Wichí Lhamtés Vejoz
wic	Wichita
wik	Wikalkan
wie	Wik-Epa
wij	Wik-Iiyanh
wif	Wik-Keyangan
wih	Wik-Me'anha
wim	Wik-Mungkan
wig	Wik-Ngathana
wua	Wikngenchera
wil	Wilawila
wnw	Wintu
kst	Winyé
gdr	Wipi
wrh	Wiradhuri
wir	Wiraféd
wgu	Wirangu
wiu	Wiru
wiy	Wiyot
xwc	Woccon
wog	Wogamusin
woc	Wogeo
wbw	Woi
wyi	Woiwurrung
jod	Wojenaka
wle	Wolane
wod	Wolani
wal	Wolaytta
woe	Woleaian
wlo	Wolio
wol	Wolof
wmo	Wom (Papua New Guinea)
wom	Wom (Nigeria)
wmx	Womo
won	Wongo
cwd	Woods Cree
wor	Woria
kda	Worimi
jud	Worodougou
wro	Worrorra
wsv	Wotapuri-Katarqalai
xwt	Wotjobaluk
wtw	Wotu
noa	Woun Meu
xwo	Written Oirat
wuu	Wu Chinese
ywq	Wuding-Luquan Yi
wud	Wudu
wlu	Wuliwuli
wux	Wulna
bqm	Wumboko
wum	Wumbvu
ywu	Wumeng Nasu
bwn	Wunai Bunu
wub	Wunambal
wnn	Wunumara
wur	Wurrugu
yig	Wusa Nasu
bse	Wushi
wsi	Wusi
wut	Wutung
wuh	Wutunhua
wuv	Wuvulu-Aua
udl	Wuzlam
wya	Wyandot
wym	Wymysorys
kao	Xaasongaxango
zax	Xadani Zapotec
xkr	Xakriabá
xam	/Xam
xan	Xamtanga
ztg	Xanaguía Zapotec
ane	Xârâcùù
axx	Xârâgurè
xav	Xavánte
xeg	//Xegwi
xer	Xerénte
xet	Xetá
xho	Xhosa
hsn	Xiang Chinese
sjo	Xibe
too	Xicotepec De Juárez Totonac
xin	Xinca
asn	Xingú Asuriní
xiy	Xipaya
xii	Xiri
xir	Xiriâna
ywt	Xishanba Lalo
xok	Xokleng
nmn	!Xóõ
xoo	Xukurú
xwe	Xwela Gbe
muu	Yaaku
ybn	Yabaâna
yar	Yabarana
jae	Yabem
ybm	Yaben
ybo	Yabong
yxy	Yabula Yabula
ekr	Yace
rys	Yaeyama
wfg	Yafi
yxg	Yagara
ygr	Yagaria
yai	Yagnobi
ygm	Yagomi
yad	Yagua
ygw	Yagwoia
ner	Yahadian
rhp	Yahang
ynu	Yahuna
axk	Yaka (Central African Republic)
iyx	Yaka (Congo)
yaf	Yaka (Democratic Republic of Congo)
ykk	Yakaikeke
yak	Yakama
yka	Yakan
ybh	Yakha
yky	Yakoma
sah	Yakut
yba	Yala
jal	Yalahatan
xyl	Yalakalore
zpu	Yalálag Zapotec
ylr	Yalarnnga
nce	Yale
ylb	Yaleba
yal	Yalunka
yag	Yámana
ymp	Yamap
yam	Yamba
ymb	Yambes
yat	Yambeta
jmd	Yamdena
yme	Yameo
tao	Yami
yaa	Yaminahua
ymn	Yamna
ymg	Yamongeri
ybi	Yamphu
ynn	Yana
qur	Yanahuanca Pasco Quechua
dym	Yanda Dom Dogon
yda	Yanda
xyb	Yandjibara
ynd	Yandruwandha
ame	Yanesha'
zyg	Yang Zhuang
yav	Yangben
bsx	Yangkam
jng	Yangman
yng	Yango
ynl	Yangulam
yde	Yangum Dey
ygl	Yangum Gel
ymo	Yangum Mon
kdd	Yankunytjatjara
jay	Yan-nhangu
yhs	Yan-nhaŋu Sign Language
wca	Yanomámi
guu	Yanomamö
yns	Yansi
jao	Yanyuwa
yao	Yao
asy	Yaosakor Asmat
yre	Yaouré
yap	Yapese
yev	Yapunda
jaq	Yaqay
yaq	Yaqui
yrw	Yarawata
yxl	Yardliyawarra
yrb	Yareba
zae	Yareni Zapotec
yry	Yarluyandi
yro	Yaroamë
yrs	Yarsun
yko	Yasa
ysc	Yassic
yty	Yatay
zty	Yatee Zapotec
zav	Yatzachi Zapotec
yuw	Yau (Morobe Province)
yyu	Yau (Sandaun Province)
yla	Yaul
yax	Yauma
jau	Yaur
zpb	Yautepec Zapotec
qux	Yauyos Quechua
yvt	Yavitero
yva	Yawa
yaw	Yawalapití
ywn	Yawanawa
yww	Yawarawarga
yby	Yaweyuha
jbw	Yawijibaya
ybx	Yawiyo
ywr	Yawuru
xya	Yaygir
yah	Yazgulyam
tlc	Yecuatla Totonac
jei	Yei
ets	Yekhee
ykr	Yekora
yel	Yela
yle	Yele
jel	Yelmek
ylg	Yelogu
ybb	Yemba
jnj	Yemsa
ynq	Yendang
yei	Yeni
yec	Yeniche
yra	Yerakai
gop	Yeretuar
yrn	Yerong
yeu	Yerukula
yss	Yessan-Mayo
yet	Yetfa
yej	Yevanic
yey	Yeyi
yid	Yiddish
ydg	Yidgha
yii	Yidiny
yll	Yil
yee	Yimas
yim	Yimchungru Naga
kvu	Yinbaw Karen
yin	Yinchia
yij	Yindjibarndi
yil	Yindjilandji
pib	Yine
yia	Yinggarda
ywg	Yinhawangka
ygi	Yiningayi
kvy	Yintale Karen
yxm	Yinwum
yyr	Yir Yoront
ljw	Yirandali
yrm	Yirrk-Mel
yis	Yis
xth	Yitha Yitha
yob	Yoba
gud	Yocoboué Dida
yog	Yogad
ydk	Yoidik
yki	Yoke
yok	Yokuts
yol	Yola
ygs	Yolŋu Sign Language
xty	Yoloxochitl Mixtec
pil	Yom
yom	Yombe
yoi	Yonaguni
yno	Yong
zyb	Yongbei Zhuang
yon	Yongkom
zyn	Yongnan Zhuang
yut	Yopno
mts	Yora
yox	Yoron
xyy	Yorta Yorta
yor	Yoruba
mpm	Yosondúa Mixtec
yot	Yotti
zyj	Youjiang Zhuang
jiu	Youle Jinuo
buh	Younuo Bunu
ytw	Yout Wam
yoy	Yoy
nua	Yuanga
msd	Yucatec Maya Sign Language
yua	Yucateco
yuc	Yuchi
mvg	Yucuañe Mixtec
ycn	Yucuna
yue	Yue Chinese
yug	Yug
yub	Yugambal
ysl	Yugoslavian Sign Language
ygu	Yugul
yab	Yuhup
yuk	Yuki
yup	Yukpa
ybl	Yukuben
yul	Yulu
yuq	Yuqui
yuz	Yuracare
rts	Yurats
yur	Yurok
ljx	Yuru
yui	Yurutí
mab	Yutanduchi Mixtec
yau	Yuwana
yxu	Yuyu
gek	Ywom
ztx	Zaachila Zapotec
kji	Zabana
ctz	Zacatepec Chatino
nhi	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
zag	Zaghawa
atb	Zaiwa
zkr	Zakhring
zsl	Zambian Sign Language
zna	Zan Gula
zak	Zanaki
zne	Zande (individual language)
zau	Zangskari
zah	Zangwal
zpw	Zaniza Zapotec
zro	Záparo
zap	Zapotec
zaj	Zaramo
zaz	Zari
dje	Zarma
zrp	Zarphatic
zal	Zauzou
zwa	Zay
kxk	Zayein Karen
zay	Zayse-Zergulla
zza	Zaza
jaj	Zazao
zua	Zeem
zea	Zeeuws
dhm	Zemba
nzm	Zeme Naga
xzm	Zemgalian
zeg	Zenag
zen	Zenaga
czn	Zenzontepec Chatino
zrn	Zerenkel
zhb	Zhaba
xzh	Zhang-Zhung
zhi	Zhire
zhw	Zhoa
zha	Zhuang
zia	Zia
zil	Zialo
ziw	Zigula
zik	Zimakani
zmb	Zimba
zib	Zimbabwe Sign Language
zin	Zinza
sih	Zire
zir	Ziriya
ziz	Zizilivakan
pto	Zo'é
yzk	Zokhuo
zpq	Zoogocho Zapotec
gbz	Zoroastrian Dari
czt	Zotung Chin
zom	Zou
gnd	Zulgo-Gemzek
zul	Zulu
zuy	Zumaya
jmb	Zumbun
zun	Zuni
zzj	Zuojiang Zhuang
zyp	Zyphe Chin
